r,m,nu,rho,P
9.1875e-01,2.8101e-03,-5.7389e-01,8.6273e-04,1.0004e-04
9.2250e-01,2.8445e-03,-5.7386e-01,8.6268e-04,1.0002e-04
9.2625e-01,2.8793e-03,-5.7382e-01,8.6264e-04,1.0000e-04
9.3000e-01,2.9143e-03,-5.7379e-01,8.6259e-04,9.9988e-05
9.3375e-01,2.9496e-03,-5.7375e-01,8.6254e-04,9.9971e-05
9.3750e-01,2.9852e-03,-5.7372e-01,8.6249e-04,9.9954e-05
9.4125e-01,3.0210e-03,-5.7369e-01,8.6244e-04,9.9938e-05
9.4500e-01,3.0572e-03,-5.7365e-01,8.6240e-04,9.9921e-05
9.4875e-01,3.0936e-03,-5.7362e-01,8.6235e-04,9.9904e-05
9.5250e-01,3.1303e-03,-5.7358e-01,8.6230e-04,9.9887e-05
9.5625e-01,3.1674e-03,-5.7355e-01,8.6225e-04,9.9871e-05
9.6000e-01,3.2047e-03,-5.7351e-01,8.6220e-04,9.9854e-05
9.6375e-01,3.2422e-03,-5.7347e-01,8.6215e-04,9.9837e-05
9.6750e-01,3.2801e-03,-5.7344e-01,8.6210e-04,9.9819e-05
9.7125e-01,3.3183e-03,-5.7340e-01,8.6205e-04,9.9802e-05
9.7500e-01,3.3568e-03,-5.7337e-01,8.6200e-04,9.9785e-05
9.7875e-01,3.3955e-03,-5.7333e-01,8.6195e-04,9.9768e-05
9.8250e-01,3.4346e-03,-5.7330e-01,8.6190e-04,9.9750e-05
9.8625e-01,3.4739e-03,-5.7326e-01,8.6185e-04,9.9733e-05
9.9000e-01,3.5136e-03,-5.7322e-01,8.6180e-04,9.9715e-05
9.9375e-01,3.5536e-03,-5.7319e-01,8.6175e-04,9.9698e-05
9.9750e-01,3.5938e-03,-5.7315e-01,8.6170e-04,9.9680e-05
1.0013e+00,3.6344e-03,-5.7311e-01,8.6164e-04,9.9663e-05
1.0050e+00,3.6752e-03,-5.7308e-01,8.6159e-04,9.9645e-05
1.0088e+00,3.7164e-03,-5.7304e-01,8.6154e-04,9.9627e-05
1.0125e+00,3.7578e-03,-5.7300e-01,8.6149e-04,9.9609e-05
1.0163e+00,3.7996e-03,-5.7296e-01,8.6144e-04,9.9591e-05
1.0200e+00,3.8417e-03,-5.7293e-01,8.6138e-04,9.9573e-05
1.0238e+00,3.8841e-03,-5.7289e-01,8.6133e-04,9.9555e-05
